"Store.no","Item.no","NS.ar","NS.diff","NS.ma","S.ar","S.diff","S.ma","AIC.value","SSE.value"
9,14,2,0,1,1,1,1,-1375.39685156787,32.2640655763073
9,15,1,0,1,1,1,1,-1883.7402858316,22.5988988711238
9,16,1,0,1,1,1,1,-329.541893719288,65.8123880410572
9,17,1,0,1,2,1,1,-691.408447109898,51.2510588646324
9,18,1,0,1,1,1,1,-1719.8727344382,25.2924806615276
9,19,1,0,1,1,1,1,-912.846056076269,44.3629009825032
9,20,1,0,1,1,1,1,-1049.07039969587,40.1059220121117
9,21,1,0,1,1,1,1,-1039.38272627689,40.3975266184931
9,22,1,0,1,2,1,1,-1830.68083913729,23.4184336282319
9,23,1,0,1,2,1,1,-484.499069122248,59.1306763312368
9,24,1,0,1,1,1,1,-1531.75238192017,28.8153398881948
9,25,1,0,1,1,1,2,-1711.11052523091,25.5643788122505
9,26,1,0,1,1,1,1,-1110.38367129673,38.7485398781323
9,27,1,0,1,1,1,1,-60.596922052433,79.5476733631574
9,28,1,0,2,1,1,1,-1866.26483616843,22.8673052741684
9,29,1,0,1,1,1,1,-1525.72557896715,29.1505440642912
9,30,1,0,1,2,1,1,-935.36018628778,43.589121463316
9,31,1,0,1,1,1,1,-1420.5605677593,31.2495975663687
9,32,1,0,2,1,1,1,-1004.77858767989,41.3200203385463
9,33,1,0,1,1,1,1,-1622.66725840484,27.0436841370509
9,34,1,0,1,1,1,1,-222.471282352197,71.1517612108263
9,35,1,0,1,1,1,1,-1570.42545463176,28.1820508207885
9,36,1,0,1,1,1,2,-1808.63858346948,23.7793405898679
9,37,2,0,1,1,1,1,-426.931790365809,61.9646840669913
9,38,1,0,1,2,1,1,-1727.80521385414,25.2939852415026
9,39,1,0,1,1,1,1,-996.286310008813,41.9715406744644
9,40,1,0,1,2,1,1,-472.468423789689,60.1317164558473
9,41,1,0,1,1,1,1,-3.1277617677224,82.2744357147192
9,42,1,0,1,1,1,1,-633.335548048014,53.5845197803271
9,43,1,0,1,1,1,1,-1225.61920180325,35.671339492518
9,44,1,0,1,1,1,2,-367.567473278737,64.0637648518889
9,45,2,0,1,1,1,1,-1747.40665556104,24.801980487894
9,46,1,0,2,1,1,1,-1335.57018130395,32.922196500693
9,47,1,0,1,1,1,1,16.9472329484242,83.5513105784194
9,48,1,0,2,1,1,1,-1150.46147799645,37.3904939431862
9,49,1,0,1,1,1,1,-397.794078891821,62.8268266651043
9,50,1,0,2,1,1,1,-1601.08514389148,27.4290591649208
10,1,1,0,1,1,1,1,24.3478076827314,83.9605042021837
10,2,1,0,1,1,1,2,-1530.19872163669,28.9889084046993
10,3,1,0,1,1,1,1,-789.358553340267,47.9698458468402
10,4,1,0,1,1,1,1,-66.1655426502621,79.3088641328685
10,5,1,0,1,1,1,2,123.392260190734,90.2404638259218
10,6,1,0,2,1,1,1,-1563.36651125409,28.3215030379602
10,7,1,0,1,2,1,1,-1565.17436075377,28.12754094839
10,8,1,0,1,1,1,1,-1832.33339527012,23.4020221549164
10,9,2,0,1,1,1,1,-1378.42443975683,32.2060498523791
10,10,1,0,1,1,1,1,-1789.46498911942,24.3195618145027
10,11,1,0,1,1,1,1,-1656.23709553778,26.4246481218051
10,12,1,0,1,1,1,2,-1670.71838450187,26.1550324512088
10,13,2,0,1,1,1,1,-1948.66283684374,21.7323910187868
10,14,1,0,1,1,1,1,-1406.8398013448,31.3905094449385
10,15,1,0,1,1,1,1,-1931.67882902413,21.8642521106266
10,16,1,0,1,1,1,1,-333.531186961874,65.7459640267148
10,17,1,0,1,2,1,1,-631.963483485966,53.4404742594635
10,18,1,0,1,1,1,1,-1987.79788007399,21.0495680869871
10,19,1,0,1,2,1,1,-997.838667197983,41.5214500413301
10,20,1,0,1,1,1,2,-1264.04985051736,34.5555466384699
10,21,1,0,1,1,1,1,-945.951051534028,43.3324388211947
10,22,1,0,1,1,1,1,-1813.29347876168,23.9036408156152
10,23,1,0,1,1,1,1,-476.602096011658,59.5033232331505
10,24,1,0,1,1,1,1,-1583.09230005022,27.8065733412041
10,25,1,0,1,1,1,1,-1883.99091564773,22.6017449738269
10,26,1,0,1,2,1,1,-1219.11413923877,35.6624735346815
10,27,1,0,1,2,1,1,-19.6206804805024,81.3811789421871
10,28,1,0,1,2,1,1,-1977.82147231708,21.1823254229522
10,29,1,0,2,1,1,1,-1751.19882678924,24.8912745604947
10,30,1,0,2,1,1,1,-969.371346595518,42.3436421926219
10,31,1,0,2,1,1,1,-1509.93929364371,29.1979386159479
10,32,1,0,1,2,1,1,-1040.82018295602,40.5197421937187
10,33,1,0,1,1,1,1,-1705.66994799408,25.5523587795196
10,34,1,0,1,2,1,1,-307.763267448046,66.742738754142
10,35,1,0,1,1,1,1,-1641.73528203224,26.9999311420386
10,36,1,0,1,1,1,2,-1851.4273619352,23.3054370268666
10,37,1,0,1,2,1,1,-495.239981625773,59.0141679183303
10,38,2,0,1,1,1,1,-1855.9664650998,23.0172465136971
10,39,1,0,1,1,1,1,-1034.34299381389,40.5111647990727
10,40,1,0,1,1,1,2,-442.072458124047,60.8507651751981
10,41,1,0,1,1,1,2,5.81301370563142,82.8037606307305
10,42,1,0,1,1,1,1,-828.473129148725,46.9692664523887
10,43,1,0,1,1,1,1,-1365.73506810731,32.5099299569969
10,44,1,0,1,2,1,1,-488.124971691823,59.3396038197307
10,45,1,0,1,1,1,1,-1899.27097223939,22.5567365388063
10,46,1,0,1,1,1,1,-1411.4268188317,31.2902384936564
10,47,1,0,2,1,1,1,-144.254347771468,75.1222629913435
10,48,1,0,1,1,1,2,-1385.08530687498,32.168949867546
10,49,1,0,1,1,1,2,-520.351969744748,57.6142367628595
10,50,1,0,1,2,1,1,-1690.63026581005,25.9785058180499
